Mission,Orb. phase,Exposure time [s]
CHEOPS,0.006340364540719408,10
CHEOPS,0.006341460246224677,10
CHEOPS,0.006346234422593829,10
CHEOPS,0.006347157243923799,10
CHEOPS,0.006351460069598967,10
CHEOPS,0.006352783679109151,10
TESS,0.006353172106337354,120
CHEOPS,0.006355293830494431,10
CHEOPS,0.00635703674290243,10
CHEOPS,0.006358131377841043,10
CHEOPS,0.00636290782916434,10
CHEOPS,0.006363829847569317,10
TESS,0.0063659054138098005,120
TESS,0.0063674114704729695,120
CHEOPS,0.006368132071050741,10
CHEOPS,0.00636945541291926,10
CHEOPS,0.006371964962110796,10
CHEOPS,0.006373707272325051,10
CHEOPS,0.00637480097051784,10
CHEOPS,0.006379581302645266,10
CHEOPS,0.0063805006446336025,10
CHEOPS,0.006384802199010866,10
CHEOPS,0.00638612714672937,10
CHEOPS,0.00638863763266673,10
CHEOPS,0.006390379541418489,10
CHEOPS,0.006391472035223789,10
CHEOPS,0.00639625296954496,10
CHEOPS,0.00639717324827912,10
CHEOPS,0.0064014756724917925,10
CHEOPS,0.006402797140868663,10
CHEOPS,0.00640530869737268,10
CHEOPS,0.00640705007084111,10
TESS,0.00640743056040925,120
CHEOPS,0.006408143233750571,10
CHEOPS,0.006412926376115471,10
CHEOPS,0.006413845851924639,10
CHEOPS,0.006418145867362334,10
CHEOPS,0.006419468807768357,10
CHEOPS,0.006421981367928614,10
CHEOPS,0.006423722206113716,10
TESS,0.00642407382027338,120
CHEOPS,0.006424812759516951,10
CHEOPS,0.0064295999165068125,10
CHEOPS,0.00643051671589934,10
CHEOPS,0.006434817734993275,10
CHEOPS,0.0064361406084888825,10
CHEOPS,0.00643865417230538,10
CHEOPS,0.006440394408296738,10
CHEOPS,0.006441483891133317,10
CHEOPS,0.006446271650316923,10
CHEOPS,0.006447189185724026,10
CHEOPS,0.006451489669534633,10
CHEOPS,0.0064528106026281755,10
CHEOPS,0.006455325170100913,10
CHEOPS,0.006457065004629775,10
CHEOPS,0.006458153349989281,10
CHEOPS,0.006462946729647834,10
CHEOPS,0.0064638601166091434,10
CHEOPS,0.006468159797494758,10
CHEOPS,0.006469482336438285,10
TESS,0.0064708149189955586,120
CHEOPS,0.006471997974477679,10
CHEOPS,0.006473737206812797,10
CHEOPS,0.006474826154366047,10
CHEOPS,0.0064796202031287605,10
TESS,0.006480156232818617,120
CHEOPS,0.0064848317320361165,10
CHEOPS,0.006486152196756746,10
CHEOPS,0.006488672250883599,10
CHEOPS,0.006490409408995819,10
CHEOPS,0.006491497285982413,10
CHEOPS,0.00649629193693887,10
TESS,0.00649711282894921,120
CHEOPS,0.006501503532756642,10
CHEOPS,0.006502824064387688,10
CHEOPS,0.006505343382499964,10
CHEOPS,0.006507081611178841,10
CHEOPS,0.00650816687865921,10
CHEOPS,0.006512965410419796,10
CHEOPS,0.006518173727627183,10
CHEOPS,0.006519495798197797,10
CHEOPS,0.006522016119966314,10
CHEOPS,0.006523753813361863,10
TESS,0.0065241978431457865,120
CHEOPS,0.006524837943365159,10
CHEOPS,0.006529638816990307,10
TESS,0.006530363613303505,120
CHEOPS,0.006534845595258125,10
CHEOPS,0.00653616579233709,10
CHEOPS,0.006538688723611832,10
CHEOPS,0.0065404244096949,10
CHEOPS,0.006541507536041956,10
CHEOPS,0.006546310550800417,10
CHEOPS,0.006551515857039082,10
TESS,0.006552736102219648,120
CHEOPS,0.006552837459236784,10
CHEOPS,0.0065553597214073655,10
CHEOPS,0.006557096611877922,10
CHEOPS,0.0065581786676583214,10
CHEOPS,0.006562984091191759,10
TESS,0.006565468205304606,120
TESS,0.006566980283905218,120
CHEOPS,0.006568187657759608,10
CHEOPS,0.006569510798896878,10
CHEOPS,0.006572032525784132,10
CHEOPS,0.006573768814060944,10
CHEOPS,0.006574849799274687,10
CHEOPS,0.006579655825001869,10
CHEOPS,0.006584859458480133,10
CHEOPS,0.0065861808599465875,10
CHEOPS,0.006588703456669249,10
CHEOPS,0.006590439276573149,10
CHEOPS,0.0065915191912202355,10
CHEOPS,0.0065963291646619635,10
CHEOPS,0.00660152972026109,10
CHEOPS,0.006602852593756697,10
CHEOPS,0.006605376261046015,10
TESS,0.006607004860495612,120
CHEOPS,0.006607111478756171,10
CHEOPS,0.0066081903897470175,10
CHEOPS,0.006613002705053306,10
CHEOPS,0.006618201654802448,10
CHEOPS,0.006619522654806406,10
CHEOPS,0.006622048931601949,10
TESS,0.006623642901347293,120
CHEOPS,0.006623783747849609,10
CHEOPS,0.006624861588273799,10
CHEOPS,0.006629674371953,10
CHEOPS,0.006634873455522974,10
CHEOPS,0.0066361943217061,10
CHEOPS,0.006638720063218315,10
CHEOPS,0.006640454210361814,10
CHEOPS,0.006641531114040179,10
CHEOPS,0.006646347912344342,10
CHEOPS,0.006651543717303931,10
CHEOPS,0.006652865988605794,10
CHEOPS,0.006655392867595081,10
CHEOPS,0.006657126412544836,10
CHEOPS,0.006658202178746128,10
CHEOPS,0.006663021252004436,10
CHEOPS,0.006668215518024457,10
CHEOPS,0.006669536049655502,10
TESS,0.0066703878808736005,120
CHEOPS,0.006672065471240599,10
CHEOPS,0.006673798681638274,10
CHEOPS,0.006674871771422925,10
CHEOPS,0.006679693119635378,10
TESS,0.006679721165446735,120
CHEOPS,0.006684885712894998,10
CHEOPS,0.006686207783465612,10
CHEOPS,0.006688736535946549,10
CHEOPS,0.006690469211060895,10
CHEOPS,0.006691542836128875,10
CHEOPS,0.006696366459295473,10
TESS,0.006696680973277297,120
CHEOPS,0.006701557580525939,10
CHEOPS,0.006702879517275722,10
CHEOPS,0.006705409273412899,10
CHEOPS,0.006707141346333502,10
CHEOPS,0.006708214101566073,10
CHEOPS,0.006713039932776399,10
CHEOPS,0.0067182294481568814,10
CHEOPS,0.006719549444504599,10
CHEOPS,0.006722081943968833,10
TESS,0.006723768061696772,120
CHEOPS,0.006723813548516523,10
CHEOPS,0.006724883560422037,10
CHEOPS,0.006729711733496925,10
TESS,0.006729930419423273,120
CHEOPS,0.0067348995761170065,10
CHEOPS,0.006736221178314709,10
CHEOPS,0.006738753008674782,10
CHEOPS,0.00674048414484956,10
CHEOPS,0.006741554692038403,10
CHEOPS,0.006746385140067436,10
CHEOPS,0.006751573183418765,10
TESS,0.006752300165012358,120
CHEOPS,0.006752892912124818,10
CHEOPS,0.006755425746141133,10
CHEOPS,0.006757156347032583,10
CHEOPS,0.006758225823654768,10
CHEOPS,0.006763056873877546,10
TESS,0.006765030929888996,120
TESS,0.0067665490973374655,120
CHEOPS,0.0067682449841392905,10
CHEOPS,0.006769562973174528,10
CHEOPS,0.006772096810847082,10
CHEOPS,0.006773826876455204,10
CHEOPS,0.006774895349421149,10
CHEOPS,0.006779730414268888,10
CHEOPS,0.006784915245920248,10
CHEOPS,0.006786234640074221,10
CHEOPS,0.0067887694814030165,10
CHEOPS,0.0067904990786382255,10
CHEOPS,0.006791566481037514,10
CHEOPS,0.006796403753928982,10
CHEOPS,0.00680158711355119,10
CHEOPS,0.00680290470112393,10
CHEOPS,0.006805442218869366,10
TESS,0.006806579160581975,120
CHEOPS,0.006807171280821247,10
CHEOPS,0.006808236006803895,10
CHEOPS,0.006813077227409909,10
CHEOPS,0.00681825730842173,10
CHEOPS,0.006819576368023624,10
CHEOPS,0.006822113283575316,10
TESS,0.00682321191551079,120
CHEOPS,0.006823841810243868,10
CHEOPS,0.006824907071509845,10
CHEOPS,0.006829750633980419,10
CHEOPS,0.006834929109142257,10
CHEOPS,0.006836248034923317,10
CHEOPS,0.006838787760712483,10
CHEOPS,0.006840514012426891,10
CHEOPS,0.00684642404055093,10
CHEOPS,0.006851601043683615,10
CHEOPS,0.006852918162883442,10
CHEOPS,0.006855460364358001,10
CHEOPS,0.006857186281520328,10
CHEOPS,0.006863095908181871,10
CHEOPS,0.006868271238554155,10
CHEOPS,0.0068695898966935525,10
TESS,0.006869960775841227,120
CHEOPS,0.006872131495974367,10
CHEOPS,0.006873858349882519,10
TESS,0.006879286098074854,120
CHEOPS,0.006879769314752382,10
CHEOPS,0.006884943106185097,10
CHEOPS,0.00688626149668283,10
CHEOPS,0.006888804166530301,10
CHEOPS,0.006890530618975956,10
TESS,0.006896249117605386,120
CHEOPS,0.0068964426544124765,10
CHEOPS,0.006901614906905623,10
CHEOPS,0.006902931557732539,10
CHEOPS,0.00690547523123625,10
CHEOPS,0.006907201215308994,10
CHEOPS,0.006913114455133002,10
CHEOPS,0.00691828516868658,10
CHEOPS,0.006919603291542648,10
CHEOPS,0.006922147901792184,10
TESS,0.006923338280247757,120
CHEOPS,0.0069238733505816,10
TESS,0.006929497225543041,120
CHEOPS,0.0069297879286139286,10
CHEOPS,0.006934956969407106,10
CHEOPS,0.0069362750253527585,10
CHEOPS,0.006938820706168951,10
CHEOPS,0.006940545552764622,10
CHEOPS,0.006946461402094856,10
CHEOPS,0.006951627231188063,10
TESS,0.006951864160894652,120
CHEOPS,0.006952946692252452,10
CHEOPS,0.006955491703964484,10
CHEOPS,0.006957216082187243,10
CHEOPS,0.0069631330689945495,10
TESS,0.006964593654473386,120
TESS,0.006966117910769714,120
CHEOPS,0.006968299098819005,10
CHEOPS,0.006969618359152146,10
CHEOPS,0.00697216450834125,10
CHEOPS,0.006973888351280681,10
CHEOPS,0.006979806542475476,10
CHEOPS,0.006980692429255797,10
CHEOPS,0.006984970966449946,10
CHEOPS,0.0069862884202018544,10
CHEOPS,0.006988837111986768,10
CHEOPS,0.006990560553463703,10
CHEOPS,0.006996478276285585,10
CHEOPS,0.0069973650329013155,10
CHEOPS,0.007001641094410071,10
CHEOPS,0.0070029601540119646,10
CHEOPS,0.007005508243603134,10
TESS,0.007006153460668338,120
CHEOPS,0.007007231082886324,10
CHEOPS,0.0070131517497665115,10
CHEOPS,0.007018312962041013,10
CHEOPS,0.007019631887822074,10
CHEOPS,0.007022180914159068,10
TESS,0.007022780996584702,120
CHEOPS,0.0070239032850693455,10
CHEOPS,0.007029825156337022,10
CHEOPS,0.007030710106371519,10
CHEOPS,0.007034984896582371,10
CHEOPS,0.007036301815050951,10
CHEOPS,0.0070388535847150015,10
CHEOPS,0.007040575487252368,10
CHEOPS,0.007046496890147132,10
CHEOPS,0.007047382643106621,10
CHEOPS,0.007051655091452912,10
CHEOPS,0.007055524783241784,10
CHEOPS,0.007057245949764573,10
CHEOPS,0.007063170363628059,10
CHEOPS,0.007064053507081323,10
CHEOPS,0.007068326959083854,10
TESS,0.00706953373771927,120
CHEOPS,0.007072197453797718,10
CHEOPS,0.0070739181519475945,10
TESS,0.007078851030702972,120
CHEOPS,0.007079843904019401,10
CHEOPS,0.007080726110726841,10
CHEOPS,0.0070849987598043795,10
CHEOPS,0.0070888684515932505,10
CHEOPS,0.007090588748280632,10
TESS,0.007095817261933474,120
CHEOPS,0.007096515570919094,10
CHEOPS,0.007097396974701542,10
CHEOPS,0.007101670627435322,10
CHEOPS,0.007105541255970017,10
CHEOPS,0.007107260950463654,10
CHEOPS,0.007113189044400022,10
CHEOPS,0.0071140695114366445,10
CHEOPS,0.007118342561976679,10
CHEOPS,0.007122213926525951,10
TESS,0.007122908431888326,120
CHEOPS,0.00712393308573626,10
TESS,0.007129064031662808,120
CHEOPS,0.007129862450970532,10
CHEOPS,0.007130742048171747,10
CHEOPS,0.007135012689936804,10
CHEOPS,0.007138884991231901,10
CHEOPS,0.007140603748979713,10
CHEOPS,0.007146534184780642,10
CHEOPS,0.007147412979056864,10
TESS,0.007151428156776946,120
CHEOPS,0.007151684624478162,10
CHEOPS,0.007155557594877419,10
CHEOPS,0.007157275884252319,10
CHEOPS,0.007163209264111553,10
CHEOPS,0.007164085515791966,10
TESS,0.007164156379057775,120
TESS,0.007165686724201962,120
CHEOPS,0.007168356425198688,10
CHEOPS,0.007172230332343769,10
CHEOPS,0.007173948153345757,10
CHEOPS,0.007179882804502895,10
CHEOPS,0.007180757985616652,10
CHEOPS,0.007185026620069229,10
CHEOPS,0.007188901397049719,10
CHEOPS,0.0071906186827683785,10
CHEOPS,0.007196554471402589,10
CHEOPS,0.0071974289834121855,10
CHEOPS,0.0072016984877001705,10
CHEOPS,0.007205575807276469,10
TESS,0.007205727693844284,120
CHEOPS,0.0072072908849514,10
CHEOPS,0.007213227944883515,10
CHEOPS,0.007214101453236871,10
CHEOPS,0.007218370489151945,10
CHEOPS,0.0072222484778324035,10
TESS,0.0072223500776586146,120
CHEOPS,0.007223963020224006,10
CHEOPS,0.007229899745604041,10
CHEOPS,0.007230774056882389,10
CHEOPS,0.007235040550201653,10
CHEOPS,0.007238919542538353,10
CHEOPS,0.007240635222407028,10
CHEOPS,0.007246573152174552,10
CHEOPS,0.007247444853946675,10
CHEOPS,0.007255592280004703,10
CHEOPS,0.00725730742459005,10
CHEOPS,0.0072632465587450625,10
CHEOPS,0.007264117524502609,10
TESS,0.0072691066995973115,120
CHEOPS,0.0072722633447106525,10
CHEOPS,0.007273978087833503,10
TESS,0.0072784158964206746,120
CHEOPS,0.007279918359465588,10
CHEOPS,0.007280789994327295,10
CHEOPS,0.007288936015266587,10
CHEOPS,0.007290650156195693,10
TESS,0.0072953854062615614,120
CHEOPS,0.007296591766036098,10
CHEOPS,0.007297460925212412,10
CHEOPS,0.007305608752732937,10
CHEOPS,0.007307322425289131,10
CHEOPS,0.007313265239517025,10
CHEOPS,0.0073141334619475145,10
CHEOPS,0.007322279817438887,10
TESS,0.007322478717349727,120
CHEOPS,0.007323992954711752,10
TESS,0.007328630837782575,120
CHEOPS,0.007329936973327135,10
CHEOPS,0.007330804325922216,10
CHEOPS,0.0073389525549052365,10
CHEOPS,0.007340665156894774,10
CHEOPS,0.007346610379897645,10
CHEOPS,0.007347476862657318,10
TESS,0.0073509922195696565,120
CHEOPS,0.007355625292371587,10
CHEOPS,0.00735733729216738,10
CHEOPS,0.007363283853378572,10
TESS,0.007363719170552581,120
CHEOPS,0.00736415107215282,10
TESS,0.007365255537634211,120
CHEOPS,0.00737229629016712,10
CHEOPS,0.0073740078885004175,10
CHEOPS,0.0073799556540990975,10
CHEOPS,0.007380821936127522,10
CHEOPS,0.0073826191745815315,10
CHEOPS,0.007388969027633471,10
CHEOPS,0.007390680090683439,10
CHEOPS,0.007392082471304818,10
CHEOPS,0.007396628993759192,10
CHEOPS,0.007397494539773041,10
CHEOPS,0.007399291978958298,10
TESS,0.007405301993930647,120
CHEOPS,0.0074056417650998204,10
CHEOPS,0.007407352292866461,10
CHEOPS,0.0074087520639816145,10
CHEOPS,0.0074133007944797175,10
CHEOPS,0.007414167076508142,10
CHEOPS,0.00741596485024548,10
TESS,0.007421919091822111,120
CHEOPS,0.007422312896716186,10
CHEOPS,0.007424022822289082,10
CHEOPS,0.007425423597060476,10
CHEOPS,0.007429974267960644,10
CHEOPS,0.0074308379404828435,10
CHEOPS,0.007432636115682677,10
CHEOPS,0.00743898556727212,10
CHEOPS,0.007440695024472105,10
CHEOPS,0.007442094996318506,10
CHEOPS,0.007446647674531155,10
CHEOPS,0.007447510477217946,10
CHEOPS,0.007449308986969859,10
CHEOPS,0.007455656565067654,10
CHEOPS,0.007457365553894726,10
CHEOPS,0.007458764722816135,10
CHEOPS,0.007463319408341265,10
CHEOPS,0.007464181408103063,10
CHEOPS,0.007465980252407057,10
TESS,0.007468679661475353,120
CHEOPS,0.007472329302534004,10
CHEOPS,0.0074740377560777475,10
CHEOPS,0.007475436122074164,10
TESS,0.007477980762138377,120
CHEOPS,0.007479992881822191,10
CHEOPS,0.00748085387792775,10
CHEOPS,0.0074826531236942394,10
CHEOPS,0.0074890020400003535,10
CHEOPS,0.007490710025171186,10
CHEOPS,0.007492109127182179,10
TESS,0.007494953617500066,120
CHEOPS,0.007496666288392701,10
CHEOPS,0.007497526481573267,10
CHEOPS,0.007499325994981421,10
CHEOPS,0.007505673037795887,10
CHEOPS,0.007507380554593807,10
CHEOPS,0.007508778920590224,10
CHEOPS,0.007513338089113227,10
CHEOPS,0.007514197345547969,10
CHEOPS,0.007515997126597787,10
TESS,0.007522048935900712,120
CHEOPS,0.007522345775262238,10
CHEOPS,0.007524052689866413,10
CHEOPS,0.007525450319848253,10
TESS,0.007528197643902343,120
CHEOPS,0.007530013168444138,10
CHEOPS,0.007530869949193487,10
CHEOPS,0.007532670064795385,10
CHEOPS,0.007539018512728588,10
CHEOPS,0.00754072495895985,10
CHEOPS,0.0075421217860166985,10
CHEOPS,0.007546686575014649,10
CHEOPS,0.007547542485928589,10
CHEOPS,0.0075493430029929835,10
TESS,0.0075505562154519505,120
CHEOPS,0.0075556912501949375,10
CHEOPS,0.007557395488382471,10
CHEOPS,0.007558791445603912,10
TESS,0.007563281962047387,120
CHEOPS,0.007564213416813706,10
TESS,0.007564824351066459,120
CHEOPS,0.007566014134609349,10
CHEOPS,0.007572363987661288,10
CHEOPS,0.007574069363325895,10
CHEOPS,0.0075754629786827735,10
CHEOPS,0.007580031849216101,10
CHEOPS,0.007580885886638392,10
CHEOPS,0.007582687072806947,10
CHEOPS,0.007589034985456822,10
CHEOPS,0.007590739825838099,10
CHEOPS,0.007592132638269986,10
CHEOPS,0.007596703583026211,10
CHEOPS,0.007597558423373494,10
CHEOPS,0.007599359944094129,10
TESS,0.00760487629401701,120
CHEOPS,0.007605707722923172,10
CHEOPS,0.0076074120949315375,10
CHEOPS,0.007608803970617599,10
CHEOPS,0.007613376989596721,10
CHEOPS,0.007614229287348196,10
CHEOPS,0.007616031209531327,10
TESS,0.007621488172896023,120
CHEOPS,0.007622380460389521,10
CHEOPS,0.007624084230204144,10
CHEOPS,0.007625475436786045,10
CHEOPS,0.007630050463077648,10
CHEOPS,0.0076309018909937135,10
CHEOPS,0.007632705686668494,10
CHEOPS,0.0076390515250954714,10
CHEOPS,0.00764075482653718,10
CHEOPS,0.007642145163283674,10
CHEOPS,0.007645708259206574,10
CHEOPS,0.007646722196887758,10
CHEOPS,0.007647572754968415,10
CHEOPS,0.007649376885195276,10
CHEOPS,0.007655724262561821,10
CHEOPS,0.007657427028720203,10
CHEOPS,0.007658816562541704,10
CHEOPS,0.007662380260658348,10
CHEOPS,0.007663395670368684,10
CHEOPS,0.007664245291703517,10
CHEOPS,0.007666049823392873,10
TESS,0.007668252623353396,120
CHEOPS,0.0076723969331177555,10
CHEOPS,0.007674099230903225,10
CHEOPS,0.007675488028710149,10
TESS,0.007677545694766496,120
CHEOPS,0.007679050723170553,10
CHEOPS,0.0076800691438496105,10
CHEOPS,0.00768091782843862,10
CHEOPS,0.007682722694680056,10
CHEOPS,0.007689067997823705,10
CHEOPS,0.007690769760325846,10
CHEOPS,0.007692157688297362,10
TESS,0.007694521761828154,120
CHEOPS,0.007695722657711911,10
CHEOPS,0.007696740810749304,10
CHEOPS,0.007697588759323737,10
CHEOPS,0.007699393893206837,10
CHEOPS,0.007705740735290055,10
CHEOPS,0.0077074419625088675,10
CHEOPS,0.007708829087555391,10
CHEOPS,0.007712394726074101,10
CHEOPS,0.0077134142842302305,10
CHEOPS,0.00771426296881924,10
CHEOPS,0.00771606676449402,10
TESS,0.007721619154451697,120
CHEOPS,0.007722413472756405,10
CHEOPS,0.007724114164691889,10
CHEOPS,0.007725498880963437,10
TESS,0.007727764383111694,120
CHEOPS,0.007729065054765474,10
CHEOPS,0.007730087757711158,10
CHEOPS,0.007730935505554342,10
CHEOPS,0.007732739769602034,10
CHEOPS,0.007739084403641522,10
CHEOPS,0.007740784694114511,10
CHEOPS,0.007742170280221466,10
CHEOPS,0.0077457387289776485,10
CHEOPS,0.007747606302618627,10
CHEOPS,0.007749410901218399,10
TESS,0.0077501202113342445,120
CHEOPS,0.007755757141107873,10
CHEOPS,0.007757456896297533,10
CHEOPS,0.0077588416125690795,10
CHEOPS,0.0077624091245794375,10
TESS,0.007762844686631776,120
CHEOPS,0.007764278973174561,10
TESS,0.007764393164498708,120
CHEOPS,0.007766083705595166,10
CHEOPS,0.007772428205813822,10
CHEOPS,0.00777412749263057,10
CHEOPS,0.007775511405977125,10
CHEOPS,0.007779081259852044,10
CHEOPS,0.007780949770238846,10
CHEOPS,0.007782755104853195,10
CHEOPS,0.007789100943280173,10
CHEOPS,0.007790799627903176,10
CHEOPS,0.007792182805235154,10
CHEOPS,0.007795753127482985,10
CHEOPS,0.007797622373884365,10
CHEOPS,0.007799427842319545,10
CHEOPS,0.007803175207612083,10
TESS,0.007804450594103373,120
CHEOPS,0.007805773613836106,10
CHEOPS,0.0078074718300861976,10
CHEOPS,0.007808854204493183,10
CHEOPS,0.007812423523084775,10
CHEOPS,0.00781429484370905,10
CHEOPS,0.007816100780517143,10
CHEOPS,0.007819846941422192,10
TESS,0.007821057253969936,120
CHEOPS,0.007822444678542055,10
CHEOPS,0.00782414235950882,10
CHEOPS,0.007825523997901228,10
CHEOPS,0.007829095524536549,10
CHEOPS,0.007830965774594169,10
CHEOPS,0.007832772045954341,10
CHEOPS,0.00783651854141147,10
CHEOPS,0.007839117416008406,10
CHEOPS,0.007840814628602257,10
CHEOPS,0.007842195330248842,10
CHEOPS,0.007845767659809154,10
CHEOPS,0.00784763831132927,10
CHEOPS,0.007849444917241523,10
CHEOPS,0.007853188602461179,10
CHEOPS,0.007855790153474757,10
CHEOPS,0.007857486763874863,10
CHEOPS,0.007858866729506872,10
CHEOPS,0.007862437921590111,10
CHEOPS,0.007864310848064372,10
CHEOPS,0.00786611772161829,10
TESS,0.007867825585231438,120
CHEOPS,0.00786986033627129,10
CHEOPS,0.00787246115127029,10
CHEOPS,0.007874157427118316,10
CHEOPS,0.007875538195675318,10
TESS,0.007877110627394615,120
CHEOPS,0.007879109989952301,10
CHEOPS,0.00788098177894949,10
CHEOPS,0.007882788920145071,10
CHEOPS,0.007886530397320998,10
CHEOPS,0.00788913388873664,10
CHEOPS,0.007890829495480506,10
CHEOPS,0.007891538071574456,10
CHEOPS,0.007892209528022932,10
TESS,0.007894089906156242,120
CHEOPS,0.00789578038555409,10
CHEOPS,0.007897654315684592,10
CHEOPS,0.00789946185834267,10
CHEOPS,0.007903202131131108,10
CHEOPS,0.00790580829896339,10
CHEOPS,0.007907500158723959,10
CHEOPS,0.007908209470832487,10
CHEOPS,0.00790887925452056,10
CHEOPS,0.007912452387005863,10
CHEOPS,0.007914326852419693,10
CHEOPS,0.007916134729629851,10
CHEOPS,0.007919873731120386,10
TESS,0.007921189439913098,120
CHEOPS,0.00792247936366934,10
CHEOPS,0.00792417389984655,10
CHEOPS,0.007924882542850916,10
CHEOPS,0.007925550720689005,10
TESS,0.007927331189231461,120
CHEOPS,0.007930997783304812,10
CHEOPS,0.007932805928156633,10
CHEOPS,0.007936543792170094,10
CHEOPS,0.007939152034225275,10
CHEOPS,0.007940846168939988,10
CHEOPS,0.007941555481048515,10
CHEOPS,0.007942222119947035,10
CHEOPS,0.007945794784059428,10
CHEOPS,0.00794767038695033,10
CHEOPS,0.007949478799443816,10
TESS,0.00794968420721654,120
CHEOPS,0.007953215525980203,10
CHEOPS,0.00795582316584164,10
CHEOPS,0.007957516698362609,10
CHEOPS,0.007958226947216962,10
CHEOPS,0.007958891846444664,10
TESS,0.007962407478126581,120
CHEOPS,0.007962466919332034,10
TESS,0.00796396191102054,120
CHEOPS,0.00796434125092503,10
CHEOPS,0.007966150131791428,10
CHEOPS,0.007969887192879898,10
CHEOPS,0.007972495836397574,10
CHEOPS,0.007974188900545631,10
CHEOPS,0.007974899952324975,10
CHEOPS,0.007975563312613109,10
CHEOPS,0.007979138920783807,10
CHEOPS,0.007981013720749717,10
CHEOPS,0.007982824608928596,10
CHEOPS,0.007986558926690007,10
CHEOPS,0.007989168573863925,10
CHEOPS,0.007990861035818237,10
CHEOPS,0.007991573024343406,10
CHEOPS,0.007992232972200322,10
CHEOPS,0.007995809182564763,10
CHEOPS,0.007997686324395235,10
CHEOPS,0.007999497480215778,10
CHEOPS,0.008003230526679285,10
TESS,0.008004024894189736,120
CHEOPS,0.008005839504749042,10
CHEOPS,0.00800753169906169,10
CHEOPS,0.008008244289780603,10
CHEOPS,0.008008904371458351,10
CHEOPS,0.00801248131783737,10
CHEOPS,0.008014357121459521,10
CHEOPS,0.00801616867874256,10
CHEOPS,0.00801990065463941,10
TESS,0.008020626268133432,120
CHEOPS,0.008022512376036224,10
CHEOPS,0.00802420376742388,10
CHEOPS,0.008024917361799033,10
CHEOPS,0.008025575837626798,10
CHEOPS,0.008029151579618327,10
CHEOPS,0.008031029725105039,10
CHEOPS,0.008032841550029741,10
CHEOPS,0.00803657238844952,10
CHEOPS,0.008039185046592158,10
CHEOPS,0.008040876036517318,10
CHEOPS,0.008041590433817464,10
CHEOPS,0.00804224549721401,10
CHEOPS,0.008045823647980517,10
CHEOPS,0.008047702194929724,10
CHEOPS,0.00804951448822734,10
CHEOPS,0.008053244055349214,10
CHEOPS,0.008055856111298108,10
CHEOPS,0.00805754656593994,10
CHEOPS,0.008058261833075493,10
CHEOPS,0.008058916963382456,10
CHEOPS,0.00806249564943229,10
CHEOPS,0.008064374798575243,10
CHEOPS,0.008066185619843706,10
TESS,0.008067398413288648,120
CHEOPS,0.00806991418330934,10
CHEOPS,0.008072528781854042,10
CHEOPS,0.008074218835033377,10
CHEOPS,0.008074934771273091,10
CHEOPS,0.008075588295730069,10
TESS,0.008076675560022733,120
CHEOPS,0.008079166111944496,10
CHEOPS,0.008081047335310345,10
CHEOPS,0.008082858558041304,10
CHEOPS,0.008086585783298617,10
CHEOPS,0.008089199913470407,10
CHEOPS,0.0080908910372164,10
CHEOPS,0.008091606170531122,10
CHEOPS,0.008092258089138113,10
TESS,0.008093658117394747,120
CHEOPS,0.008095839719246255,10
CHEOPS,0.008097719938955862,10
CHEOPS,0.008099531429328486,10
CHEOPS,0.008103257517108726,10
CHEOPS,0.008105872584026341,10
CHEOPS,0.008107561499728605,10
CHEOPS,0.008108279242549551,10
CHEOPS,0.008108929488396144,10
CHEOPS,0.008112511787608445,10
CHEOPS,0.008114390736020148,10
CHEOPS,0.008116202627855267,10
CHEOPS,0.008119927511248019,10
TESS,0.008120759658464084,120
CHEOPS,0.008122545254582276,10
CHEOPS,0.008124233768822042,10
CHEOPS,0.008124952314567982,10
CHEOPS,0.008125599281804188,10
TESS,0.00812689799535123,120
CHEOPS,0.008129182183210234,10
CHEOPS,0.008131063339665666,10
CHEOPS,0.008132875499142449,10
CHEOPS,0.00813659924505813,10
CHEOPS,0.00813921638619864,10
CHEOPS,0.008140904298244664,10
CHEOPS,0.008141623646915595,10
CHEOPS,0.008142270614151802,10
CHEOPS,0.008145854184662007,10
CHEOPS,0.008147734203640367,10
TESS,0.008149248270009249,120
CHEOPS,0.008149546764579647,10
CHEOPS,0.008153269239197422,10
CHEOPS,0.008157576500427685,10
CHEOPS,0.008158296718934026,10
CHEOPS,0.008158942080320248,10
TESS,0.008161970269621387,120
CHEOPS,0.00816252451335338,10
TESS,0.008163530724452788,120
CHEOPS,0.00816440674037547,10
CHEOPS,0.00816621963586683,10
CHEOPS,0.008169940973007531,10
CHEOPS,0.008172561794220925,10
CHEOPS,0.008174248702610708,10
CHEOPS,0.00817496972404204,10
CHEOPS,0.008175611806817876,10
CHEOPS,0.00817919658171557,10
CHEOPS,0.008181079277110571,10
CHEOPS,0.008182892507154012,10
CHEOPS,0.008186612639907226,10
CHEOPS,0.008190919298943744,10
CHEOPS,0.008191641190210486,10
CHEOPS,0.008192283206075906,10
CHEOPS,0.008195868650077761,10
CHEOPS,0.008197750274906105,10
CHEOPS,0.00819956377259121,10
CHEOPS,0.008203282700956934,10
TESS,0.008203599127365683,120
CHEOPS,0.008207591367305934,10
CHEOPS,0.008208314128408084,10
CHEOPS,0.008208956278094336,10
CHEOPS,0.008212538978769134,10
CHEOPS,0.008214422744730792,10
CHEOPS,0.008216236710788808,10
