Mission,Orb. phase,Exposure time [s]
TESS,0.4116033042608959,120
TESS,0.41162020567348484,120
TESS,0.4116501676770704,120
TESS,0.41165115897956334,120
TESS,0.41166745450599534,120
TESS,0.41167714332262806,120
TESS,0.4117422649627238,120
TESS,0.41174798315676897,120
TESS,0.4117957320777289,120
TESS,0.4118028764867594,120
TESS,0.4118197734832608,120
TESS,0.4118497336802652,120
TESS,0.411850728662831,120
TESS,0.41186701816732557,120
TESS,0.4118767053781083,120
TESS,0.4119418386606164,120
TESS,0.41194755130109706,120
TESS,0.411995296207432,120
TESS,0.41200244864571245,120
TESS,0.41201934129303686,120
TESS,0.41204929961654957,120
TESS,0.41205029827918827,120
TESS,0.4120665818286558,120
TESS,0.4120762674335885,120
TESS,0.41214141242541946,120
TESS,0.41214711951233557,120
TESS,0.41219486033713515,120
TESS,0.4122020208715759,120
TESS,0.4122189090359024,120
TESS,0.41224886561974433,120
TESS,0.4122498679624559,120
TESS,0.41226614555689645,120
TESS,0.41227582935524787,120
TESS,0.41234098619022247,120
TESS,0.4123466877235741,120
TESS,0.41239442446683827,120
TESS,0.4124015930974394,120
TESS,0.41241847684567845,120
TESS,0.41244843155602867,120
TESS,0.4124494375119027,120
TESS,0.4124657092182266,120
TESS,0.41247539141072814,120
TESS,0.41254055995502553,120
TESS,0.4125939885965414,120
TESS,0.41260116525639245,120
TESS,0.41261804465545443,120
TESS,0.4126479975592235,120
TESS,0.4126490071951704,120
TESS,0.41266527294646727,120
TESS,0.41267495339929794,120
TESS,0.41274013371982854,120
TESS,0.4127458240791406,120
TESS,0.4127935527262445,120
TESS,0.41280073741534545,120
TESS,0.41281761246523047,120
TESS,0.41284756356241825,120
TESS,0.41284857681152765,120
TESS,0.4128648366077975,120
TESS,0.41287451545477816,120
TESS,0.4129397074846316,120
TESS,0.41294539229037913,120
TESS,0.41299311685594764,120
TESS,0.41300030964120893,120
TESS,0.4130171802080961,120
TESS,0.413047129565613,120
TESS,0.41304814642788484,120
TESS,0.41306440033603814,120
TESS,0.4130740775102584,120
TESS,0.41313928111561377,120
TESS,0.4131449604347072,120
TESS,0.4131926809856508,120
TESS,0.4131998818670724,120
TESS,0.41321674801787206,120
TESS,0.4132466955688078,120
TESS,0.4132477161111525,120
TESS,0.4132639639304579,120
TESS,0.4132736394988282,120
TESS,0.41333885488041683,120
TESS,0.41334452864594573,120
TESS,0.4133922450484435,120
TESS,0.4133994540929359,120
TESS,0.4134163158276481,120
TESS,0.41344626150509217,120
TESS,0.4134472857275098,120
TESS,0.41346352765869854,120
TESS,0.41347320155430844,120
TESS,0.41353842864521984,120
TESS,0.4135440967902738,120
TESS,0.4135918091112362,120
TESS,0.4135990261849785,120
TESS,0.4136158836374241,120
TESS,0.41364582750828693,120
TESS,0.413646855343867,120
TESS,0.41366309132002876,120
TESS,0.4136727634759678,120
TESS,0.4137380024100229,120
TESS,0.41374366500151233,120
TESS,0.41379137324093934,120
TESS,0.413798598410842,120
TESS,0.4138154513802897,120
TESS,0.4138453934445713,120
TESS,0.4138464249602242,120
TESS,0.413862654981359,120
TESS,0.41387232553144804,120
TESS,0.4139375761748259,120
TESS,0.41394323321275084,120
TESS,0.41399093737064246,120
TESS,0.41399817056979504,120
TESS,0.41401501919006567,120
TESS,0.41404495944776604,120
TESS,0.4140459946434919,120
TESS,0.4140622187095996,120
TESS,0.4140718875869283,120
TESS,0.41413714987271855,120
TESS,0.4141428013570789,120
TESS,0.4141905015003456,120
TESS,0.4141977427956585,120
TESS,0.4142145869998417,120
TESS,0.41424452545096085,120
TESS,0.41424556425984915,120
TESS,0.4142617823709298,120
TESS,0.4142714495754981,120
TESS,0.41433672357061113,120
TESS,0.41434236956831744,120
TESS,0.4143900656300487,120
TESS,0.41439731502152194,120
TESS,0.41441415474270726,120
TESS,0.4144440914541556,120
TESS,0.4144451338762064,120
TESS,0.41446134603226004,120
TESS,0.4144710116309783,120
TESS,0.4145362973354142,120
TESS,0.41454193777955595,120
TESS,0.41458962975975183,120
TESS,0.414596887180475,120
TESS,0.4146137225524833,120
TESS,0.4146436574573504,120
TESS,0.4146447034925636,120
TESS,0.41466090969359026,120
TESS,0.4146705736195482,120
TESS,0.4147358711002172,120
TESS,0.41474150592388404,120
TESS,0.41478919388945495,120
TESS,0.41479645933942805,120
TESS,0.4148132903622593,120
TESS,0.4148432233267243,120
TESS,0.41484427310892086,120
TESS,0.41486047342183086,120
TESS,0.4148701356750284,120
TESS,0.41493544486502026,120
TESS,0.41494107413512255,120
TESS,0.4149887580191581,120
TESS,0.4149960315652915,120
TESS,0.4150128581051249,120
TESS,0.4150427893299191,120
TESS,0.4150600370831611,120
TESS,0.41506969759668777,120
TESS,0.41513501862982327,120
TESS,0.41514064227945063,120
TESS,0.4151883221488612,120
TESS,0.4151956037242446,120
TESS,0.4152124259149009,120
TESS,0.4152423553331139,120
TESS,0.4152434124085458,120
TESS,0.41525960081140173,120
TESS,0.415269259652168,120
TESS,0.4153345923277159,120
TESS,0.4153402104237787,120
TESS,0.4153878862785644,120
TESS,0.41539517595010805,120
TESS,0.4154119937246769,120
TESS,0.41544192133630864,120
TESS,0.415442982024903,120
TESS,0.41545916447273196,120
TESS,0.41546882164073784,120
TESS,0.41553416602560855,120
TESS,0.41553977863501723,120
TESS,0.4155874503413571,120
TESS,0.4155947481090611,120
TESS,0.4156115615344529,120
CHEOPS,0.415638864227777,10
TESS,0.41564148727259304,120
TESS,0.41564255170817066,120
CHEOPS,0.4156555375674371,10
TESS,0.41565872820097255,120
TESS,0.41566838369621806,120
CHEOPS,0.41567220930124726,10
CHEOPS,0.41568888270781773,10
CHEOPS,0.41570555611438825,10
CHEOPS,0.415722227781288,10
TESS,0.41573373979041156,120
CHEOPS,0.41573890118785845,10
TESS,0.4157393467793453,120
CHEOPS,0.4157555729216686,10
CHEOPS,0.4157722463282391,10
TESS,0.4157870144041498,120
CHEOPS,0.41578891966789916,10
TESS,0.41579432026801416,120
CHEOPS,0.4158055914017093,10
TESS,0.4158111292773185,120
CHEOPS,0.41582226480827983,10
CHEOPS,0.4158389382148503,10
TESS,0.4158410532757878,120
TESS,0.4158421212576175,120
CHEOPS,0.4158556098148396,10
TESS,0.41585829179539235,120
TESS,0.41586794568478785,120
CHEOPS,0.4158722833552309,10
CHEOPS,0.41588895502213064,10
CHEOPS,0.41590562842870116,10
CHEOPS,0.41592230170145084,10
TESS,0.4159333135552146,120
TESS,0.4159389149905838,120
CHEOPS,0.41593897350217135,10
CHEOPS,0.41595564684183145,10
CHEOPS,0.41597232024840197,10
TESS,0.4159865785338529,120
CHEOPS,0.415988993588062,10
TESS,0.4159938924269672,120
CHEOPS,0.41600566706154296,10
TESS,0.4160106970201841,120
CHEOPS,0.4160223387284427,10
CHEOPS,0.41603901213501315,10
TESS,0.41604061927898256,120
TESS,0.41604169094088517,120
CHEOPS,0.41605568547467325,10
TESS,0.4160578554567226,120
TESS,0.41606750774026807,120
CHEOPS,0.41607235727539377,10
CHEOPS,0.41608903061505387,10
CHEOPS,0.4161057040216244,10
CHEOPS,0.4161223758223449,10
TESS,0.41613288732001763,120
TESS,0.41613848313491186,120
CHEOPS,0.416139049162005,10
CHEOPS,0.41615572089581515,10
CHEOPS,0.4161723942354752,10
TESS,0.416186142663556,120
CHEOPS,0.4161890676420457,10
TESS,0.41619346465283064,120
CHEOPS,0.41620573937585587,10
TESS,0.4162102648299601,120
CHEOPS,0.4162224127155159,10
CHEOPS,0.41623908612208643,10
TESS,0.4162401852152669,120
TESS,0.41624126055724237,120
CHEOPS,0.4162557578558966,10
TESS,0.41625741918496323,120
TESS,0.4162670697288379,120
CHEOPS,0.41627243126246705,10
CHEOPS,0.4162891029962772,10
CHEOPS,0.4163057763359373,10
CHEOPS,0.41632244974250776,10
TESS,0.41633246095099985,120
TESS,0.4163380513461504,120
CHEOPS,0.4163391232159887,10
CHEOPS,0.4163557964887384,10
CHEOPS,0.41637247002912975,10
TESS,0.41638570679325915,120
CHEOPS,0.416389141629119,10
TESS,0.4163930368117837,120
CHEOPS,0.4164058150356895,10
TESS,0.41640983263973613,120
CHEOPS,0.4164224883084392,10
CHEOPS,0.41643916017607013,10
TESS,0.4164397511515513,120
CHEOPS,0.41645583351573023,10
TESS,0.4164569828462934,120
TESS,0.4164666317174077,120
CHEOPS,0.4164725051826299,10
CHEOPS,0.4164891785892004,10
CHEOPS,0.41650585199577095,10
CHEOPS,0.4165225236626706,10
TESS,0.41653203471580286,120
TESS,0.4165376195573889,120
CHEOPS,0.41653919706924114,10
CHEOPS,0.41655587047581166,10
CHEOPS,0.41657254220962175,10
TESS,0.41658527092296227,120
CHEOPS,0.41658921554928185,10
TESS,0.41659260903764717,120
CHEOPS,0.416605887283092,10
TESS,0.4166094004495121,120
CHEOPS,0.41662256068966247,10
CHEOPS,0.416639234096233,10
TESS,0.41663931715474606,120
TESS,0.4166403998568673,120
CHEOPS,0.4166559058300431,10
TESS,0.41665654657453405,120
TESS,0.4166661937059775,120
CHEOPS,0.4166725791697032,10
CHEOPS,0.4166892543159445,10
CHEOPS,0.4167059259828442,10
CHEOPS,0.41672259938941475,10
TESS,0.4167316084806059,120
TESS,0.41673718770171697,120
CHEOPS,0.4167392710563144,10
CHEOPS,0.41675594446288494,10
CHEOPS,0.41677261786945546,10
TESS,0.4167848350526654,120
CHEOPS,0.41678928960326556,10
TESS,0.4167921811966002,120
CHEOPS,0.41680596294292566,10
TESS,0.41680896825928815,120
CHEOPS,0.4168226363494962,10
TESS,0.4168388831579408,120
CHEOPS,0.4168393081502167,10
TESS,0.4168399694063141,120
CHEOPS,0.41685598142296637,10
TESS,0.4168561102358643,120
TESS,0.41686575576145773,120
CHEOPS,0.41687265496335774,10
CHEOPS,0.416889326563347,10
CHEOPS,0.41690600003682793,10
CHEOPS,0.4169226717037276,10
TESS,0.4169311822454089,120
TESS,0.4169367559129555,120
CHEOPS,0.4169393450433877,10
CHEOPS,0.4169560184499582,10
CHEOPS,0.4169726901837683,10
TESS,0.4169843991154581,120
CHEOPS,0.41698936359033884,10
TESS,0.4169917533555533,120
CHEOPS,0.4170060368630885,10
TESS,0.4170085360021537,120
CHEOPS,0.417022708663809,10
TESS,0.4170384491611356,120
CHEOPS,0.41703938367622956,10
TESS,0.4170395390226713,120
TESS,0.41705567396410487,120
CHEOPS,0.41705605541003965,10
TESS,0.4170653177500276,120
CHEOPS,0.41707272881661017,10
CHEOPS,0.4170894021562703,10
CHEOPS,0.41710607389008036,10
CHEOPS,0.4171227472966509,10
TESS,0.417130756010212,120
TESS,0.41713632405728357,120
CHEOPS,0.41713942070322135,10
CHEOPS,0.4171560925039419,10
CHEOPS,0.4171727657766916,10
TESS,0.4171839632451612,120
CHEOPS,0.4171894375105017,10
TESS,0.41719132551450633,120
CHEOPS,0.4172061109170722,10
TESS,0.4172081037450193,120
CHEOPS,0.41722278432364274,10
TESS,0.41723801509742,120
TESS,0.417239108705939,120
CHEOPS,0.4172394559905424,10
TESS,0.41725523755852467,120
CHEOPS,0.41725612939711293,10
TESS,0.4172648798055078,120
CHEOPS,0.41727280280368345,10
CHEOPS,0.41728947453749354,10
CHEOPS,0.41730614787715364,10
CHEOPS,0.41732281967787416,10
TESS,0.41733032964119415,120
TESS,0.4173358922685221,120
CHEOPS,0.4173394930844447,10
CHEOPS,0.4173561664241048,10
CHEOPS,0.41737283809100445,10
TESS,0.41738352737486434,120
CHEOPS,0.4173895115644854,10
TESS,0.4173908976734594,120
CHEOPS,0.4174061866438163,10
TESS,0.4174076715547953,120
CHEOPS,0.41742285831071596,10
TESS,0.4174375810337043,120
TESS,0.41743867832229625,120
CHEOPS,0.41743953165037606,10
TESS,0.4174548012198549,120
CHEOPS,0.41745620345109663,10
TESS,0.4174644417940776,120
CHEOPS,0.4174728767907567,10
CHEOPS,0.4174895501973272,10
CHEOPS,0.41750622193113734,10
CHEOPS,0.4175228952707974,10
TESS,0.4175299034059972,120
TESS,0.41753546034593975,120
CHEOPS,0.4175395686104575,10
CHEOPS,0.41755624034426764,10
CHEOPS,0.4175729137508381,10
TESS,0.4175830915045675,120
CHEOPS,0.4175895871574086,10
TESS,0.41759046989932286,120
CHEOPS,0.41760625882430835,10
TESS,0.41760723936457134,120
CHEOPS,0.4176229322308788,10
TESS,0.4176371470368991,120
TESS,0.4176382479386535,120
CHEOPS,0.41763960389777854,10
TESS,0.41765436494809555,120
CHEOPS,0.4176562774381699,10
TESS,0.4176640038495578,120
CHEOPS,0.41767295071091953,10
CHEOPS,0.4176896225116401,10
CHEOPS,0.4177062958513002,10
CHEOPS,0.41772296925787067,10
TESS,0.4177294771708002,120
TESS,0.41773502855717826,120
CHEOPS,0.4177396409247704,10
CHEOPS,0.4177563160041013,10
CHEOPS,0.4177729877379114,10
TESS,0.4177826555673602,120
CHEOPS,0.4177896611444819,10
TESS,0.4177900420582759,120
CHEOPS,0.417806334484142,10
TESS,0.4178068071743473,120
CHEOPS,0.4178230062848625,10
TESS,0.4178367129731835,120
CHEOPS,0.4178396796245226,10
TESS,0.4178539286094258,120
CHEOPS,0.41785635303109314,10
TESS,0.41786356577121725,120
CHEOPS,0.41787302476490323,10
CHEOPS,0.41788969817147376,10
CHEOPS,0.41790636990528385,10
CHEOPS,0.41792304324494395,10
TESS,0.4179290509356033,120
CHEOPS,0.41793971665151447,10
CHEOPS,0.41795638838532456,10
CHEOPS,0.41797306172498466,10
TESS,0.4179822196301529,120
TESS,0.4179896142172289,120
CHEOPS,0.4179897351315552,10
TESS,0.41800637491721293,120
CHEOPS,0.4180064068653653,10
CHEOPS,0.4180230802719358,10
TESS,0.41803627897637824,120
TESS,0.41803738717136796,120
CHEOPS,0.4180397518719251,10
TESS,0.41805349233766637,120
CHEOPS,0.418056425345406,10
TESS,0.41806312782669747,120
CHEOPS,0.4180730986850661,10
CHEOPS,0.41808977041887624,10
CHEOPS,0.4181064454312967,10
CHEOPS,0.41812311883786724,10
TESS,0.4181286246334959,120
TESS,0.41813416491274485,120
CHEOPS,0.41813979057167733,10
CHEOPS,0.41815646404515827,10
CHEOPS,0.41817313731790795,10
TESS,0.41818178375985604,120
TESS,0.41818918637618196,120
CHEOPS,0.41818980911862846,10
TESS,0.4182059427269889,120
CHEOPS,0.41820648245828856,10
CHEOPS,0.41822315419209866,10
TESS,0.418235844979573,120
TESS,0.4182369567877252,120
CHEOPS,0.4182398275986692,10
TESS,0.4182530559989966,120
CHEOPS,0.4182565010052397,10
TESS,0.41826268981526726,120
CHEOPS,0.41827317267213937,10
CHEOPS,0.4182898460787099,10
CHEOPS,0.4183065194852804,10
CHEOPS,0.4183231912190905,10
TESS,0.41832819839829893,120
TESS,0.41833373312398336,120
CHEOPS,0.4183398645587506,10
CHEOPS,0.4183565363594711,10
CHEOPS,0.4183732096991312,10
TESS,0.41838134788955916,120
TESS,0.418388758535135,120
CHEOPS,0.41838988310570174,10
TESS,0.4184055104698545,120
CHEOPS,0.41840655483951184,10
CHEOPS,0.41842322824608236,10
TESS,0.41843541091585734,120
TESS,0.4184365264709929,120
CHEOPS,0.41843990158574246,10
TESS,0.4184526196603268,120
CHEOPS,0.41845657331955255,10
TESS,0.4184622518038371,120
CHEOPS,0.4184732483988835,10
CHEOPS,0.4184899201326936,10
CHEOPS,0.4185065934723537,10
CHEOPS,0.4185232668120138,10
TESS,0.4185277720961916,120
TESS,0.41853330126831145,120
CHEOPS,0.4185399385458239,10
CHEOPS,0.4185566119523944,10
CHEOPS,0.4185732852920545,10
TESS,0.4185809120192623,120
TESS,0.4185883307609985,120
TESS,0.4186050782796305,120
TESS,0.41863497691905216,120
TESS,0.4186360960873501,120
TESS,0.41865218332165705,120
TESS,0.41866181385931733,120
TESS,0.4187273458609946,120
TESS,0.41873286947954996,120
TESS,0.4187804761489654,120
TESS,0.41878790291995155,120
TESS,0.4188046460224961,120
TESS,0.4188345428553365,120
TESS,0.41883566570370734,120
TESS,0.4188517469829872,120
TESS,0.41886137584788713,120
TESS,0.4189269195588872,120
TESS,0.41893243762387805,120
TESS,0.4189800402117581,120
TESS,0.4189874750789046,120
TESS,0.41900421383227215,120
TESS,0.41903410879162084,120
TESS,0.4190352353200646,120
TESS,0.41905131064431744,120
TESS,0.419060937836457,120
TESS,0.41912649332369023,120
TESS,0.41913200576820614,120
TESS,0.41917960434146123,120
TESS,0.41918704723785766,120
TESS,0.41920378164204813,120
TESS,0.41923367479481566,120
TESS,0.41923480493642185,120
TESS,0.4192508743725581,120
TESS,0.4192604998250268,120
TESS,0.4193260670884933,120
TESS,0.41933157397944465,120
TESS,0.41937916847116435,120
TESS,0.4193866193968107,120
TESS,0.41940334945182417,120
TESS,0.4194332407980104,120
TESS,0.41943437455277904,120
TESS,0.4194504380338883,120
TESS,0.4194600618135966,120
TESS,0.41952564071947546,120
TESS,0.41953114212377274,120
TESS,0.41957873260086753,120
TESS,0.41958619155576377,120
TESS,0.41960291719468973,120
TESS,0.41963280673429476,120
TESS,0.4196339442360467,120
TESS,0.4196500017621289,120
TESS,0.4196596238690768,120
TESS,0.4197252144842785,120
TESS,0.4197307102681008,120
TESS,0.41977829666366023,120
TESS,0.4197857637147168,120
TESS,0.41980248493755534,120
TESS,0.4198323727374895,120
TESS,0.41983351385240397,120
TESS,0.41984956542345914,120
TESS,0.41985918585764664,120
TESS,0.4199247882490815,120
TESS,0.4199302784124289,120
TESS,0.41997786072645293,120
TESS,0.41998533594058024,120
TESS,0.4200020527473313,120
TESS,0.42003193874068434,120
TESS,0.4200330834687612,120
TESS,0.42004912901787894,120
TESS,0.42005874791312686,120
TESS,0.4201243620138846,120
TESS,0.42012984662366737,120
TESS,0.42017742485615606,120
TESS,0.42018490803262293,120
TESS,0.42020162049019694,120
TESS,0.42023150461005826,120
TESS,0.420232653018208,120
TESS,0.4202486927461196,120
TESS,0.42025830990169666,120
TESS,0.4203239357117772,120
TESS,0.42032941476799546,120
TESS,0.42037698891894876,120
TESS,0.4203844801915759,120
TESS,0.4204011882999729,120
TESS,0.420431070613253,120
TESS,0.4204322227014757,120
TESS,0.42044825640744976,120
TESS,0.4204578718233561,120
TESS,0.42052350947658024,120
TESS,0.42052898297923397,120
TESS,0.4205765530486519,120
TESS,0.420584052350529,120
TESS,0.42060075610974895,120
TESS,0.4206306365495374,120
TESS,0.42063179231783293,120
TESS,0.42064782006878,120
TESS,0.4206574338788363,120
TESS,0.4207230831744729,120
TESS,0.42072855112356206,120
TESS,0.420776117178355,120
TESS,0.42078362450948203,120
TESS,0.42080032391952493,120
TESS,0.4208302025527322,120
TESS,0.4208313619341902,120
TESS,0.42084738379702064,120
TESS,0.4208569958674061,120
TESS,0.42092265687236546,120
TESS,0.42092811926789014,120
TESS,0.4209756813080581,120
TESS,0.4209831967353455,120
TESS,0.42099989166239055,120
TESS,0.42102976855592694,120
TESS,0.4210309316174578,120
TESS,0.42104694745835086,120
TESS,0.4210565578559759,120
TESS,0.4211222306371685,120
TESS,0.42112768747912865,120
TESS,0.4211752453708508,120
TESS,0.42118276889429856,120
TESS,0.42119945940525616,120
TESS,0.4212293344922113,120
TESS,0.42123050116690464,120
TESS,0.4212465110527706,120
TESS,0.4212561199114562,120
TESS,0.42132180440197153,120
TESS,0.42132725562345674,120
TESS,0.421374809500554,120
TESS,0.4213823409863412,120
TESS,0.42139902721503214,120
TESS,0.4214289004954061,120
TESS,0.4214300707832619,120
TESS,0.42144607478101126,120
TESS,0.42145568190002597,120
TESS,0.4215213780998642,120
TESS,0.42152682383469525,120
TESS,0.4215743736302571,120
TESS,0.42158191314529425,120
TESS,0.42159859495789775,120
TESS,0.42162846636478,120
TESS,0.42162964039961914,120
TESS,0.4216456384423415,120
TESS,0.42165524388859577,120
TESS,0.42172095179775676,120
TESS,0.42172639197902334,120
TESS,0.4217739376930498,120
TESS,0.4217814853042473,120
TESS,0.42179816276767373,120
TESS,0.4218280323679748,120
TESS,0.42182921008288676,120
TESS,0.4218452021036717,120
TESS,0.42185480587716556,120
TESS,0.4219205255625598,120
TESS,0.421925960056441,120
TESS,0.42197350182275295,120
TESS,0.42198105746320036,120
TESS,0.42199773057744977,120
TESS,0.4220275983042592,120
TESS,0.422028779699244,120
TESS,0.4220447658319123,120
TESS,0.4220543678657354,120
TESS,0.4221200992604524,120
TESS,0.4221255282676795,120
TESS,0.42217306588554565,120
TESS,0.4221806296221534,120
TESS,0.42219729832031533,120
TESS,0.42222716430745394,120
TESS,0.42224432949324253,120
TESS,0.4222539298543052,120
TESS,0.42231967302525547,120
TESS,0.4223250964120076,120
TESS,0.42237262994833835,120
TESS,0.42238020171419605,120
TESS,0.42239686613009136,120
TESS,0.4224267302437383,120
TESS,0.4224279188650481,120
TESS,0.42244389315457276,120
TESS,0.42245349190978543,120
TESS,0.4225192467900585,120
TESS,0.4225246646232461,120
TESS,0.4225721940780415,120
TESS,0.4225797738731491,120
TESS,0.4225964338729569,120
TESS,0.42262629624693304,120
TESS,0.4226274885483157,120
TESS,0.42264345674899256,120
TESS,0.4226530538983553,120
TESS,0.4227188204879511,120
TESS,0.4227242327675742,120
TESS,0.4227717582077446,120
TESS,0.42277934603210215,120
TESS,0.42279600161582254,120
TESS,0.42282586218321744,120
TESS,0.422827058164673,120
TESS,0.42284302047723316,120
TESS,0.4228526158869251,120
TESS,0.42291839418584376,120
TESS,0.4229238009119023,120
TESS,0.4229713222705373,120
TESS,0.4229789181910552,120
TESS,0.4229955694255985,120
TESS,0.4230254281195018,120
TESS,0.42302662778103023,120
TESS,0.4230425841385634,120
TESS,0.4230521778754949,120
TESS,0.42311796795064677,120
TESS,0.4231233691231408,120
TESS,0.4231708864002405,120
TESS,0.4231784903500082,120
TESS,0.42319513723537455,120
TESS,0.4232249940557861,120
TESS,0.4232261973973875,120
TESS,0.4232421477998936,120
TESS,0.4232517398640647,120
TESS,0.4233175416485394,120
TESS,0.4233229372674689,120
TESS,0.4233704504630332,120
TESS,0.42337806250896126,120
TESS,0.42339470497824017,120
TESS,0.42342456005898094,120
TESS,0.4234257669468343,120
TESS,0.42344171152813426,120
TESS,0.4234513018526345,120
TESS,0.4235171154133424,120
TESS,0.423522505411797,120
TESS,0.4235700145927363,120
TESS,0.4235776346010039,120
TESS,0.42359427278801615,120
TESS,0.4236241259952653,120
TESS,0.42362533663010193,120
TESS,0.42364127518946443,120
TESS,0.4236508638412043,120
TESS,0.42371668911123506,120
TESS,0.42372207355612507,120
TESS,0.4237695787224394,120
TESS,0.42377720675995695,120
TESS,0.4237938405977922,120
TESS,0.42382369199846004,120
TESS,0.4238249062464592,120
TESS,0.42384083885079465,120
TESS,0.42385042589668454,120
TESS,0.42391626280912764,120
TESS,0.4239216417673636,120
TESS,0.4239691427852321,120
TESS,0.42397677891891,120
TESS,0.4239934082737473,120
TESS,0.42402325793474444,120
TESS,0.42402447586281644,120
TESS,0.42404040244521446,120
TESS,0.4240499878852544,120
TESS,0.4241158365739307,120
TESS,0.42412120991169167,120
TESS,0.42416870691493525,120
TESS,0.42417635107786306,120
TESS,0.42419297608352335,120
TESS,0.4242228238710288,120
TESS,0.4242240454791737,120
TESS,0.4242399661734551,120
TESS,0.4242495498738242,120
TESS,0.4243154102718233,120
TESS,0.42432077798910933,120
TESS,0.4243682709108175,120
TESS,0.4243759232368161,120
TESS,0.4243925438263889,120
TESS,0.4244223898073131,120
TESS,0.4244236151624413,120
TESS,0.42443952983478533,120
TESS,0.424449111862394,120
TESS,0.42451498403662635,120
TESS,0.42452034620034784,120
TESS,0.42456783504052065,120
TESS,0.42457549532885874,120
TESS,0.42459211163616495,120
TESS,0.4246219558105079,120
TESS,0.42462318471188815,120
TESS,0.4246390934961155,120
TESS,0.42464867385096383,120
TESS,0.42471455780142936,120
TESS,0.42471991434467593,120
TESS,0.4247673991033134,120
TESS,0.4247750674878118,120
TESS,0.42479167944594093,120
TESS,0.4248215217467923,120
TESS,0.4248227543282454,120
TESS,0.42483865715744573,120
TESS,0.42484823583953363,120
TESS,0.424914131499322,120
TESS,0.424919482489004,120
TESS,0.4249669632330165,120
TESS,0.42497463964676485,120
TESS,0.42499124718880654,120
TESS,0.42502108774998704,120
TESS,0.42502232394460265,120
TESS,0.4250382208856864,120
TESS,0.4250477978281034,120
TESS,0.42511370519721464,120
TESS,0.4251190506333321,120
TESS,0.42516652736271965,120
TESS,0.4251742118057179,120
TESS,0.42519081493167216,120
TESS,0.4252206536862714,120
TESS,0.42522189356095985,120
TESS,0.4252377845470166,120
TESS,0.4252473598166732,120
TESS,0.4253132788951072,120
TESS,0.4253186188445706,120
TESS,0.42536609142551235,120
TESS,0.42537378396467096,120
TESS,0.4253903826745377,120
TESS,0.4254202196225558,120
TESS,0.4254214631773171,120
TESS,0.42543734814143636,120
TESS,0.4254469218052431,120
TESS,0.4255128526599103,120
TESS,0.4255181869888987,120
TESS,0.42556565555521547,120
TESS,0.4255733560567136,120
TESS,0.42558995048431375,120
TESS,0.4256197855588401,120
TESS,0.42562103279367436,120
TESS,0.4256369118027666,120
TESS,0.4256464838607233,120
TESS,0.4257124264247133,120
TESS,0.4257177551332268,120
TESS,0.4257652196180082,120
TESS,0.4257729281487562,120
TESS,0.42578951829408973,120
TESS,0.42581935149512445,120
TESS,0.4258206024100316,120
TESS,0.42583647553100723,120
TESS,0.42584604578238267,120
TESS,0.42591200012260594,120
TESS,0.4259173232775549,120
TESS,0.4259647837477113,120
TESS,0.4259725003077093,120
TESS,0.42598908603695534,120
TESS,0.42601891749831927,120
TESS,0.42602017202638887,120
TESS,0.42603603919233746,120
TESS,0.4260456077709525,120
TESS,0.4261115738204985,120
TESS,0.4261168914887934,120
TESS,0.426164347810504,120
TESS,0.42617207246666233,120
TESS,0.4261886538467313,120
TESS,0.4262184834346036,120
TESS,0.42621974164274606,120
TESS,0.42623560285366763,120
TESS,0.4262451697595223,120
TESS,0.42631114751839116,120
TESS,0.4263164596331214,120
TESS,0.4263639119402071,120
TESS,0.42637164455870497,120
TESS,0.42638822158959694,120
TESS,0.42641804937088795,120
TESS,0.4264193112591033,120
TESS,0.42643516651499785,120
TESS,0.4264447317480921,120
TESS,0.4265107212831942,120
TESS,0.42651602771053915,120
TESS,0.42656347593608945,120
TESS,0.426571216717658,120
TESS,0.42658778933246255,120
TESS,0.42661761537408277,120
TESS,0.42661888087546057,120
TESS,0.4266347302432385,120
TESS,0.42664429373666196,120
TESS,0.4267102949810868,120
TESS,0.42671559585486724,120
TESS,0.4267630400657926,120
TESS,0.42677078880970065,120
TESS,0.42678735714223853,120
TESS,0.4268171813103671,120
TESS,0.4268184504918178,120
TESS,0.4268342938376583,120
TESS,0.4268438557921422,120
TESS,0.4269098687458899,120
TESS,0.4269151639991953,120
TESS,0.4269626041285853,120
TESS,0.4269703609686537,120
TESS,0.42698692488510415,120
TESS,0.42701674724665145,120
TESS,0.427018020108175,120
TESS,0.42703385749898853,120
TESS,0.427043417780712,120
TESS,0.4271094425106929,120
TESS,0.4271147322104338,120
TESS,0.4271621682582884,120
TESS,0.42716993306069634,120
TESS,0.4271864926948801,120
TESS,0.42721631318293585,120
TESS,0.4272175897245323,120
TESS,0.4272334211603187,120
TESS,0.4272429797023714,120
TESS,0.4273090161416751,120
TESS,0.42731430035476187,120
TESS,0.4273617323210811,120
TESS,0.4273695052196494,120
TESS,0.42738606043774574,120
TESS,0.4274158791192202,120
TESS,0.42741715934088953,120
TESS,0.42743298482164893,120
TESS,0.4274425416909412,120
TESS,0.4275085899064781,120
TESS,0.42751386849908996,120
TESS,0.4275612964507842,120
TESS,0.4275690773786024,120
TESS,0.4275856282475217,120
TESS,0.42761544512241495,120
TESS,0.4276167289572468,120
TESS,0.4276325485498896,120
TESS,0.427642103679511,120
TESS,0.42770816360437075,120
TESS,0.42771343664341804,120
